,District,Link,Price,Rooms,Totsp,Livesp,Kitsp,floor,number of floors,MetrDist,Walk,New,Brick,Balkon,DistCenter
0,÷¿Œ,150882390,40910468.0,2.0,45.6,25.0,12.0,6.0,7.0,2.0,1.0,1.0,1.0,0.0,0.8559199881414581
1,÷¿Œ,48903041,12149428.0,1.0,38.6,0.0,0.0,2.0,7.0,5.0,1.0,1.0,1.0,0.0,2.9236469945504724
2,÷¿Œ,149623161,10950000.0,2.0,65.2,36.2,7.2,3.0,10.0,5.0,1.0,0.0,0.0,0.0,6.024715590618913
3,÷¿Œ,149031259,4585315.0,1.0,17.3,17.3,0.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
4,÷¿Œ,151004941,4814581.0,1.0,17.3,10.0,0.0,2.0,5.0,6.0,1.0,1.0,1.0,0.0,4.083879815241709
5,÷¿Œ,150346368,4814581.0,1.0,17.3,17.3,0.0,2.0,6.0,5.0,1.0,0.0,1.0,0.0,4.1315027400888065
6,÷¿Œ,149031296,5225953.0,1.0,18.1,18.1,0.0,4.0,4.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
7,÷¿Œ,150640194,5300000.0,1.0,32.0,20.0,7.0,1.0,9.0,4.0,1.0,0.0,0.0,0.0,4.25489260434479
8,÷¿Œ,151004981,5377566.0,1.0,18.3,10.0,0.0,5.0,5.0,6.0,1.0,1.0,1.0,0.0,4.083879815241709
9,÷¿Œ,148794719,5496232.0,1.0,23.7,23.7,0.0,2.0,6.0,5.0,1.0,0.0,1.0,0.0,4.1315027400888065
10,÷¿Œ,149565205,5550000.0,1.0,37.4,20.0,9.6,1.0,1.0,10.0,1.0,0.0,0.0,1.0,4.984060477508873
11,÷¿Œ,151139861,5900000.0,2.0,38.0,24.0,6.0,10.0,12.0,10.0,0.0,0.0,0.0,1.0,0.2711609752924686
12,÷¿Œ,149849414,5900000.0,1.0,30.0,16.0,6.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,6.104529811373856
13,÷¿Œ,149300855,6000000.0,1.0,35.0,20.0,10.0,1.0,12.0,13.0,1.0,0.0,0.0,0.0,6.0651142661697985
14,÷¿Œ,149788538,6000000.0,1.0,35.1,20.1,9.6,12.0,12.0,10.0,0.0,0.0,0.0,1.0,4.004656531665441
15,÷¿Œ,148112883,6100000.0,1.0,34.0,21.0,8.0,2.0,5.0,12.0,1.0,0.0,1.0,1.0,4.259753173654468
16,÷¿Œ,149727197,6100000.0,1.0,36.0,20.0,10.0,12.0,12.0,10.0,1.0,0.0,0.0,1.0,4.004656531665441
17,÷¿Œ,151005044,6258687.0,1.0,25.5,15.0,0.0,4.0,4.0,6.0,1.0,1.0,1.0,0.0,4.083879815241709
18,÷¿Œ,149031382,6258687.0,1.0,25.5,25.5,0.0,4.0,4.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
19,÷¿Œ,150910021,6325576.0,1.0,29.5,0.0,29.5,3.0,4.0,5.0,1.0,1.0,1.0,0.0,4.083879815241709
20,÷¿Œ,151005116,6325576.0,1.0,30.0,17.0,0.0,3.0,4.0,6.0,1.0,1.0,1.0,0.0,4.083879815241709
21,÷¿Œ,148800467,6325576.0,1.0,29.5,29.5,0.0,3.0,6.0,5.0,1.0,0.0,1.0,0.0,4.105752443453204
22,÷¿Œ,149031279,6355668.0,1.0,22.3,22.3,0.0,3.0,3.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
23,÷¿Œ,150459322,6400000.0,1.0,34.0,18.0,10.0,2.0,12.0,10.0,1.0,0.0,0.0,1.0,6.342621886964603
24,÷¿Œ,151005216,6437035.0,1.0,33.5,18.0,0.0,3.0,4.0,6.0,1.0,1.0,1.0,0.0,4.083879815241709
25,÷¿Œ,151005085,6449418.0,1.0,28.5,16.0,0.0,4.0,4.0,6.0,1.0,1.0,1.0,0.0,4.083879815241709
26,÷¿Œ,140980631,6500000.0,1.0,36.8,20.5,6.0,2.0,5.0,11.0,1.0,0.0,1.0,0.0,6.136576661133029
27,÷¿Œ,150260995,6500000.0,1.0,30.7,18.6,5.6,5.0,5.0,10.0,1.0,0.0,1.0,1.0,4.418943555837728
28,÷¿Œ,150882546,35040933.0,1.0,59.7,30.0,0.0,2.0,11.0,6.0,1.0,1.0,1.0,0.0,2.162814200926387
29,÷¿Œ,150973517,18600000.0,1.0,52.0,28.0,10.0,14.0,14.0,6.0,1.0,0.0,0.0,1.0,3.5343225022296574
30,÷¿Œ,149004008,95000000.0,0.0,230.0,146.0,16.5,3.0,3.0,8.0,1.0,0.0,1.0,0.0,1.4695252392341063
31,÷¿Œ,150678964,6600000.0,1.0,33.1,20.2,5.6,5.0,9.0,5.0,1.0,0.0,1.0,1.0,4.436114446205744
32,÷¿Œ,150679023,6600000.0,2.0,33.1,18.0,6.0,5.0,9.0,5.0,1.0,0.0,1.0,1.0,4.436114446205744
33,÷¿Œ,150977773,6790000.0,1.0,27.0,17.0,5.4,4.0,5.0,10.0,1.0,0.0,1.0,0.0,5.069969995084758
34,÷¿Œ,150720249,6800000.0,1.0,31.0,19.0,7.0,4.0,5.0,15.0,1.0,0.0,1.0,1.0,4.891212168396706
35,÷¿Œ,147655377,6850000.0,1.0,32.0,17.0,8.0,9.0,12.0,9.0,1.0,0.0,0.0,1.0,4.113459556511741
36,÷¿Œ,149031235,6889007.0,1.0,26.1,26.1,0.0,1.0,1.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
37,÷¿Œ,149431030,6900000.0,1.0,34.0,19.0,9.0,3.0,16.0,5.0,1.0,0.0,0.0,1.0,2.685207637544674
38,÷¿Œ,149213362,6934500.0,1.0,34.0,0.0,0.0,8.0,16.0,5.0,1.0,0.0,0.0,1.0,2.685207637544674
39,÷¿Œ,19220848,7000000.0,2.0,35.0,22.0,5.5,2.0,9.0,10.0,1.0,0.0,1.0,0.0,4.472363583666881
40,÷¿Œ,150684424,7021000.0,2.0,41.2,27.8,0.0,5.0,19.0,0.0,0.0,1.0,1.0,0.0,4.204463955589505
41,÷¿Œ,149213364,7079400.0,1.0,34.0,19.0,9.0,8.0,16.0,5.0,1.0,0.0,0.0,1.0,2.685207637544674
42,÷¿Œ,149031293,7189943.0,1.0,30.5,30.5,0.0,4.0,4.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
43,÷¿Œ,150974485,7200000.0,1.0,35.0,20.0,9.0,10.0,12.0,10.0,1.0,0.0,0.0,1.0,4.878093203431634
44,÷¿Œ,150545360,7200000.0,1.0,27.0,25.0,0.0,4.0,5.0,12.0,1.0,0.0,0.0,0.0,5.069969995084758
45,÷¿Œ,149808503,7200000.0,1.0,32.0,19.0,6.0,3.0,9.0,15.0,1.0,0.0,1.0,1.0,4.5043710774795995
46,÷¿Œ,150645957,7200000.0,1.0,31.0,18.0,6.0,2.0,9.0,4.0,1.0,0.0,1.0,0.0,4.329850436425886
47,÷¿Œ,149390159,7200000.0,2.0,45.0,30.0,6.0,5.0,5.0,15.0,1.0,0.0,0.0,1.0,5.136617727228259
48,÷¿Œ,150118457,7220153.0,1.0,33.6,33.6,0.0,3.0,6.0,5.0,1.0,0.0,1.0,0.0,4.105752443453204
49,÷¿Œ,148829580,7240000.0,1.0,41.8,27.4,10.0,29.0,44.0,11.0,1.0,1.0,1.0,1.0,3.9629160967416075
50,÷¿Œ,149311291,7290000.0,2.0,47.0,29.0,6.5,2.0,5.0,15.0,1.0,0.0,0.0,1.0,5.206866279574638
51,÷¿Œ,149396229,7300000.0,1.0,32.0,19.5,6.0,4.0,5.0,5.0,0.0,0.0,0.0,1.0,3.0625776599679866
52,÷¿Œ,150977807,7300000.0,2.0,38.0,24.0,6.0,2.0,9.0,10.0,1.0,0.0,1.0,0.0,4.472363583666881
53,÷¿Œ,149031368,7334891.0,1.0,32.5,32.5,0.0,3.0,3.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
54,÷¿Œ,150684509,7356800.0,2.0,41.3,27.8,0.0,4.0,19.0,0.0,0.0,1.0,1.0,0.0,4.204463955589505
55,÷¿Œ,150684571,7356800.0,2.0,42.0,23.4,0.0,5.0,19.0,0.0,0.0,1.0,1.0,0.0,4.204463955589505
56,÷¿Œ,150381527,22006000.0,1.0,50.5,20.0,17.3,2.0,7.0,9.0,1.0,0.0,1.0,0.0,1.849771714051125
57,÷¿Œ,150716131,76080000.0,4.0,158.5,91.1,11.7,12.0,18.0,9.0,1.0,0.0,1.0,0.0,4.200455066411923
58,÷¿Œ,150314594,121000000.0,5.0,202.2,111.0,20.0,7.0,7.0,5.0,1.0,0.0,1.0,1.0,3.3842688933018397
59,÷¿Œ,149031262,7411462.0,1.0,27.6,27.6,0.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
60,÷¿Œ,149063476,7500000.0,1.0,35.2,17.0,8.5,9.0,12.0,10.0,1.0,0.0,0.0,1.0,4.878093203431634
61,÷¿Œ,149031336,7534606.0,1.0,34.1,34.1,0.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
62,÷¿Œ,149031388,7584028.0,1.0,33.0,33.0,0.0,4.0,4.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
63,÷¿Œ,150945577,7600000.0,2.0,38.0,24.0,6.0,7.0,9.0,10.0,0.0,0.0,1.0,1.0,5.2168251401669465
64,÷¿Œ,150236079,7650000.0,2.0,36.0,21.0,5.0,8.0,9.0,13.0,1.0,0.0,1.0,1.0,4.2366485427596645
65,÷¿Œ,151120564,7757670.0,2.0,47.1,0.0,47.1,2.0,4.0,5.0,1.0,1.0,1.0,0.0,4.083879815241709
66,÷¿Œ,151005178,7764334.0,1.0,32.2,18.0,0.0,4.0,4.0,6.0,1.0,1.0,1.0,0.0,4.083879815241709
67,÷¿Œ,150833993,7787802.0,1.0,32.2,0.0,0.0,3.0,6.0,9.0,1.0,1.0,1.0,0.0,4.083879815241709
68,÷¿Œ,149385643,7800000.0,2.0,44.0,31.0,6.0,4.0,5.0,10.0,1.0,0.0,1.0,1.0,6.039792226787454
69,÷¿Œ,150977411,7800000.0,2.0,45.0,30.0,6.5,5.0,5.0,8.0,1.0,0.0,1.0,1.0,4.099448071130834
70,÷¿Œ,146275883,7800000.0,1.0,32.0,21.0,6.0,3.0,5.0,4.0,1.0,0.0,0.0,1.0,3.646454680311491
71,÷¿Œ,149231113,7800000.0,1.0,35.0,20.0,10.0,8.0,12.0,5.0,1.0,0.0,0.0,1.0,4.2411782393107025
72,÷¿Œ,150043158,7800000.0,1.0,31.0,20.0,6.0,7.0,9.0,13.0,1.0,0.0,1.0,1.0,4.6182954351101655
73,÷¿Œ,149031373,7804265.0,1.0,35.6,35.6,0.0,4.0,4.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
74,÷¿Œ,149031278,7838741.0,1.0,34.9,34.9,0.0,3.0,3.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
75,÷¿Œ,150638556,7850000.0,1.0,24.0,15.0,4.0,3.0,5.0,4.0,1.0,0.0,1.0,0.0,2.1363471252799404
76,÷¿Œ,150405030,7850000.0,2.0,43.4,29.2,5.6,5.0,5.0,7.0,1.0,0.0,1.0,1.0,4.570834877641927
77,÷¿Œ,147872339,7863878.0,1.0,29.0,29.0,0.0,2.0,6.0,5.0,1.0,0.0,1.0,0.0,4.1315027400888065
78,÷¿Œ,150833977,7989174.0,1.0,28.0,0.0,0.0,2.0,6.0,9.0,1.0,1.0,1.0,0.0,4.083879815241709
79,÷¿Œ,148677909,8000000.0,1.0,38.5,17.0,8.2,5.0,14.0,13.0,1.0,0.0,1.0,1.0,4.987147041885005
80,÷¿Œ,150206839,8000000.0,1.0,37.0,20.0,9.0,2.0,14.0,15.0,1.0,0.0,1.0,1.0,4.5311061013925
81,÷¿Œ,151085732,8000000.0,2.0,57.0,31.0,9.0,1.0,5.0,7.0,1.0,0.0,1.0,0.0,3.3104200543846503
82,÷¿Œ,138051116,8076150.0,1.0,41.1,0.0,0.0,3.0,39.0,5.0,1.0,1.0,1.0,0.0,3.9629160967416075
83,÷¿Œ,151005822,8081363.0,2.0,55.2,30.0,0.0,2.0,5.0,6.0,1.0,1.0,1.0,0.0,4.083879815241709
84,÷¿Œ,150452255,27000000.0,3.0,76.0,47.0,8.0,3.0,7.0,15.0,1.0,0.0,0.0,0.0,3.943693731771082
85,÷¿Œ,142815677,133173810.0,4.0,170.0,143.0,27.0,4.0,4.0,2.0,0.0,0.0,1.0,1.0,2.9543661337617193
86,÷¿Œ,149896609,13490000.0,2.0,51.0,31.0,10.0,17.0,17.0,10.0,1.0,0.0,0.0,1.0,4.3264125995183065
87,÷¿Œ,151005668,8081363.0,1.0,55.2,25.0,0.0,2.0,5.0,6.0,1.0,1.0,1.0,0.0,4.083879815241709
88,÷¿Œ,151110260,8150000.0,3.0,56.0,40.0,6.0,3.0,5.0,5.0,1.0,0.0,0.0,1.0,2.530658209236977
89,÷¿Œ,150975668,8157500.0,1.0,43.0,20.0,0.0,3.0,44.0,7.0,1.0,1.0,1.0,0.0,3.9629160967416075
90,÷¿Œ,147398175,8200000.0,2.0,44.6,32.3,5.6,7.0,9.0,7.0,1.0,0.0,0.0,1.0,4.288953625716626
91,÷¿Œ,150418247,8200000.0,1.0,40.0,20.0,8.5,2.0,5.0,15.0,1.0,0.0,1.0,1.0,4.985158853657818
92,÷¿Œ,149031312,8230204.0,1.0,30.6,30.6,0.0,5.0,5.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
93,÷¿Œ,149933253,8300000.0,2.0,40.5,27.0,7.0,3.0,6.0,9.0,1.0,0.0,0.0,0.0,2.965237371476345
94,÷¿Œ,148800461,8323802.0,2.0,55.2,55.2,0.0,2.0,6.0,5.0,1.0,0.0,1.0,0.0,4.105752443453204
95,÷¿Œ,149031331,8375472.0,1.0,37.9,37.9,0.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
96,÷¿Œ,144408040,8400000.0,1.0,31.0,19.0,6.0,5.0,5.0,7.0,1.0,0.0,1.0,0.0,3.251586677387381
97,÷¿Œ,150118455,8437054.0,1.0,39.8,39.8,0.0,2.0,6.0,5.0,1.0,0.0,1.0,0.0,4.105752443453204
98,÷¿Œ,148257362,8500000.0,1.0,31.6,21.3,5.1,5.0,9.0,3.0,1.0,0.0,0.0,1.0,3.692542473853382
99,÷¿Œ,150389374,8500000.0,1.0,37.0,18.5,11.5,6.0,17.0,5.0,1.0,0.0,0.0,0.0,3.6883793125147424
100,÷¿Œ,148664905,8500000.0,2.0,42.0,26.6,5.0,1.0,9.0,7.0,1.0,0.0,1.0,0.0,3.303102881913443
101,÷¿Œ,150585923,8500000.0,1.0,35.0,18.0,9.0,6.0,16.0,10.0,1.0,0.0,0.0,1.0,3.8937980475447347
102,÷¿Œ,149031256,8501908.0,1.0,34.4,34.4,0.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
103,÷¿Œ,149031386,8513060.0,1.0,37.0,37.0,0.0,4.0,4.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
104,÷¿Œ,149031391,8611226.0,1.0,36.8,36.8,0.0,4.0,4.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
105,÷¿Œ,149031366,8628726.0,1.0,50.0,50.0,0.0,3.0,3.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
106,÷¿Œ,150713491,8650000.0,1.0,38.8,23.1,9.0,13.0,14.0,2.0,1.0,0.0,1.0,0.0,4.2179732993666255
107,÷¿Œ,149031363,8672814.0,1.0,38.4,38.4,0.0,3.0,3.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
108,÷¿Œ,150152817,8700000.0,2.0,44.0,29.0,6.0,4.0,9.0,6.0,0.0,0.0,1.0,1.0,4.233579679513696
109,÷¿Œ,148350834,8700000.0,1.0,39.0,19.0,8.0,12.0,17.0,10.0,1.0,0.0,0.0,1.0,4.521464345210287
110,÷¿Œ,150315093,8700000.0,1.0,38.0,20.0,9.0,6.0,17.0,10.0,1.0,0.0,1.0,1.0,4.413528554602116
111,÷¿Œ,145539078,8800000.0,1.0,30.0,18.0,6.0,3.0,5.0,9.0,1.0,0.0,0.0,1.0,2.5722651088469624
112,÷¿Œ,142204996,73020000.0,3.0,121.7,0.0,0.0,4.0,7.0,12.0,1.0,0.0,0.0,0.0,2.107201676106137
113,÷¿Œ,150854816,26000000.0,2.0,54.8,29.0,8.0,5.0,10.0,5.0,1.0,0.0,1.0,1.0,3.5750810233927752
114,÷¿Œ,145078016,80000000.0,3.0,113.0,74.0,15.0,4.0,7.0,5.0,1.0,0.0,1.0,1.0,1.840439249568319
115,÷¿Œ,149031325,8839861.0,1.0,52.7,52.7,0.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
116,÷¿Œ,149031239,8851913.0,1.0,40.3,40.3,0.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
117,÷¿Œ,151019103,8900000.0,1.0,39.0,23.0,10.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,4.4082927152717595
118,÷¿Œ,151113735,8900000.0,1.0,43.0,22.0,11.0,21.0,25.0,14.0,1.0,0.0,1.0,1.0,4.515458667362304
119,÷¿Œ,150094573,8900000.0,2.0,47.5,31.0,7.0,1.0,12.0,9.0,1.0,0.0,0.0,1.0,4.413691368314222
120,÷¿Œ,149031277,8903736.0,1.0,43.7,43.7,0.0,3.0,3.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
121,÷¿Œ,149031383,8949981.0,1.0,38.9,38.9,0.0,4.0,4.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
122,÷¿Œ,148934694,9000000.0,1.0,31.0,18.0,5.0,3.0,9.0,11.0,1.0,0.0,0.0,1.0,2.67853179705563
123,÷¿Œ,150612489,9000000.0,1.0,40.0,21.0,9.0,5.0,13.0,5.0,0.0,0.0,1.0,1.0,3.1159156737337343
124,÷¿Œ,149657988,9000000.0,2.0,52.0,40.0,7.0,1.0,8.0,8.0,1.0,0.0,0.0,0.0,3.9549739693643966
125,÷¿Œ,150515133,9000000.0,1.0,33.0,17.0,7.0,4.0,12.0,4.0,1.0,0.0,0.0,0.0,2.348736442514189
126,÷¿Œ,150809777,9000000.0,1.0,40.0,20.0,10.0,1.0,12.0,7.0,1.0,0.0,0.0,0.0,4.0087350988958175
127,÷¿Œ,147215248,9000000.0,1.0,36.7,16.0,10.1,1.0,16.0,9.0,1.0,0.0,1.0,0.0,3.597417693529495
128,÷¿Œ,147059590,9000000.0,1.0,36.7,16.0,10.1,1.0,16.0,5.0,1.0,0.0,1.0,0.0,3.597417693529495
129,÷¿Œ,140323353,9000000.0,2.0,48.0,31.0,7.2,7.0,12.0,7.0,1.0,0.0,0.0,1.0,3.993587739755269
130,÷¿Œ,149922809,9000000.0,2.0,54.0,34.0,9.0,4.0,6.0,3.0,1.0,0.0,0.0,0.0,2.965237371476345
131,÷¿Œ,149031215,9027459.0,1.0,41.1,41.1,0.0,1.0,1.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
132,÷¿Œ,148894545,9100000.0,1.0,38.0,19.1,10.0,12.0,16.0,9.0,1.0,0.0,0.0,1.0,3.2265628480887516
133,÷¿Œ,150118029,9117548.0,2.0,53.3,53.3,0.0,3.0,6.0,5.0,1.0,0.0,1.0,0.0,4.105752443453204
134,÷¿Œ,50961748,9145500.0,1.0,45.5,0.0,0.0,4.0,39.0,5.0,1.0,1.0,1.0,0.0,3.9629160967416075
135,÷¿Œ,149031222,9173126.0,1.0,42.6,42.6,0.0,1.0,1.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
136,÷¿Œ,148224543,9200000.0,2.0,44.0,29.0,6.0,1.0,5.0,6.0,1.0,0.0,1.0,0.0,2.9076234952309337
137,÷¿Œ,147901521,9200000.0,1.0,38.0,19.0,8.0,9.0,17.0,11.0,1.0,0.0,0.0,1.0,4.252980557665115
138,÷¿Œ,150297774,9300000.0,2.0,45.0,29.3,6.0,6.0,12.0,15.0,1.0,0.0,0.0,1.0,4.722085468897214
139,÷¿Œ,148533758,9300000.0,2.0,42.0,27.0,5.0,8.0,9.0,7.0,1.0,0.0,1.0,1.0,5.948018851604185
140,÷¿Œ,151030502,74520000.0,3.0,124.2,124.2,0.0,3.0,13.0,15.0,0.0,0.0,1.0,0.0,2.453107174417295
141,÷¿Œ,138023510,55489088.0,4.0,110.0,75.0,18.0,5.0,23.0,8.0,1.0,0.0,1.0,1.0,3.4465133635884224
142,÷¿Œ,150638655,10000000.0,2.0,33.0,24.0,4.0,3.0,5.0,4.0,1.0,0.0,1.0,0.0,2.218220894921045
143,÷¿Œ,150468272,9300000.0,2.0,39.5,22.2,7.5,11.0,12.0,5.0,1.0,0.0,0.0,1.0,4.0087350988958175
144,÷¿Œ,149031240,9310992.0,1.0,41.6,41.6,0.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
145,÷¿Œ,149920195,9356608.0,1.0,42.6,42.6,0.0,2.0,6.0,5.0,1.0,0.0,1.0,0.0,4.1315027400888065
146,÷¿Œ,150329842,9390000.0,2.0,37.0,22.0,8.0,1.0,9.0,2.0,1.0,0.0,0.0,0.0,4.3650770483555394
147,÷¿Œ,149031390,9395149.0,1.0,41.2,41.2,0.0,4.0,4.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
148,÷¿Œ,50961343,9395500.0,1.0,43.7,0.0,0.0,8.0,39.0,5.0,1.0,1.0,1.0,0.0,3.9629160967416075
149,÷¿Œ,50960598,9432900.0,1.0,44.6,0.0,0.0,7.0,39.0,5.0,1.0,1.0,1.0,0.0,3.9629160967416075
150,÷¿Œ,149414837,9500000.0,2.0,45.0,27.0,7.0,10.0,12.0,10.0,1.0,0.0,0.0,1.0,3.662557348256778
151,÷¿Œ,150649363,9500000.0,1.0,36.9,16.8,7.9,3.0,24.0,15.0,1.0,0.0,1.0,1.0,4.970645443336306
152,÷¿Œ,151006041,9500000.0,1.0,34.8,22.0,6.9,10.0,16.0,6.0,1.0,0.0,0.0,1.0,3.8871322809934514
153,÷¿Œ,150639725,9500000.0,2.0,43.0,29.0,6.0,3.0,5.0,9.0,1.0,0.0,1.0,1.0,3.000743610263754
154,÷¿Œ,149146537,9500000.0,2.0,45.0,29.0,6.8,4.0,5.0,15.0,1.0,0.0,1.0,1.0,3.707691730131282
155,÷¿Œ,150738741,9500000.0,2.0,46.0,30.0,7.8,3.0,8.0,8.0,1.0,0.0,1.0,1.0,4.305544039944274
156,÷¿Œ,144133232,9500000.0,1.0,35.2,20.0,9.6,5.0,12.0,9.0,1.0,0.0,0.0,1.0,3.4065812811766714
157,÷¿Œ,150940127,9500000.0,1.0,38.0,19.0,7.4,13.0,17.0,15.0,1.0,0.0,0.0,1.0,6.169813603293137
158,÷¿Œ,149842937,9500000.0,1.0,30.0,18.0,6.0,1.0,5.0,4.0,1.0,0.0,1.0,0.0,2.5301863004580705
159,÷¿Œ,150827072,9500000.0,1.0,33.9,18.0,9.0,9.0,9.0,11.0,1.0,0.0,1.0,1.0,3.7900768869251364
160,÷¿Œ,149951233,9500000.0,1.0,38.5,20.0,10.0,6.0,18.0,5.0,1.0,0.0,0.0,0.0,3.6364531725188267
161,÷¿Œ,149419090,9500000.0,2.0,39.0,27.0,0.0,2.0,6.0,5.0,1.0,0.0,1.0,0.0,2.965237371476345
162,÷¿Œ,149031311,9574472.0,1.0,36.6,36.6,0.0,5.0,5.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
163,÷¿Œ,149031223,9577570.0,1.0,44.5,44.5,0.0,1.0,1.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
164,÷¿Œ,150638572,9700000.0,2.0,50.0,30.0,7.0,1.0,14.0,11.0,1.0,0.0,1.0,1.0,5.592805430203505
165,÷¿Œ,136725466,9700000.0,2.0,38.0,32.0,6.0,3.0,17.0,11.0,1.0,0.0,0.0,1.0,3.2748901458836865
166,÷¿Œ,139550369,9700000.0,2.0,47.4,29.0,7.4,2.0,12.0,7.0,1.0,0.0,0.0,1.0,3.769150280386945
167,÷¿Œ,151041519,9700000.0,2.0,43.0,34.0,5.5,1.0,5.0,7.0,1.0,0.0,1.0,0.0,3.3236716018606605
168,÷¿Œ,150857789,26990000.0,3.0,78.0,46.0,12.0,10.0,12.0,5.0,1.0,0.0,0.0,1.0,3.579138407343145
169,÷¿Œ,12730222,85000000.0,3.0,144.0,75.0,20.0,6.0,18.0,4.0,1.0,0.0,1.0,1.0,3.2090317676858215
170,÷¿Œ,149954187,110000000.0,4.0,144.7,55.9,38.7,7.0,11.0,9.0,1.0,0.0,0.0,1.0,3.5148714266312147
171,÷¿Œ,150751616,9700000.0,1.0,35.0,20.0,9.0,3.0,12.0,9.0,1.0,0.0,0.0,1.0,3.4065812811766714
172,÷¿Œ,149031297,9746690.0,1.0,42.0,42.0,0.0,5.0,5.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
173,÷¿Œ,147944625,9750000.0,1.0,37.9,19.0,10.0,12.0,16.0,8.0,1.0,0.0,0.0,1.0,2.5226742719957946
174,÷¿Œ,149920200,9768439.0,2.0,46.2,46.2,0.0,5.0,6.0,5.0,1.0,0.0,1.0,0.0,4.1315027400888065
175,÷¿Œ,149323017,9800000.0,3.0,58.0,42.0,5.5,6.0,9.0,8.0,1.0,0.0,1.0,1.0,6.068668072686595
176,÷¿Œ,150996254,9800000.0,1.0,35.0,19.0,8.0,3.0,12.0,15.0,0.0,0.0,1.0,1.0,4.856946025414174
177,÷¿Œ,149130783,9800000.0,2.0,46.0,35.0,7.0,10.0,12.0,4.0,1.0,0.0,0.0,1.0,2.348736442514189
178,÷¿Œ,149031371,9886025.0,1.0,59.1,59.1,0.0,3.0,3.0,6.0,1.0,1.0,0.0,0.0,4.083879815241709
179,÷¿Œ,150118460,9886025.0,3.0,59.1,59.1,0.0,3.0,6.0,5.0,1.0,0.0,1.0,0.0,4.105752443453204
180,÷¿Œ,150211678,9900000.0,2.0,49.0,32.0,8.0,7.0,12.0,12.0,1.0,0.0,0.0,1.0,3.993587739755269
181,÷¿Œ,149781961,9900000.0,1.0,38.0,19.5,9.1,10.0,14.0,3.0,1.0,0.0,1.0,1.0,2.769690489758064
182,÷¿Œ,150911073,9900000.0,1.0,30.0,15.0,8.0,7.0,8.0,7.0,1.0,0.0,0.0,0.0,2.549876426031254
183,÷¿Œ,148916134,9900000.0,2.0,44.6,32.0,7.0,1.0,9.0,15.0,1.0,0.0,1.0,1.0,2.6165912236293813
184,÷¿Œ,147978925,9900000.0,2.0,42.6,28.6,5.5,4.0,5.0,10.0,1.0,0.0,1.0,1.0,3.5941351241089685
185,÷¿Œ,151041941,9900000.0,2.0,43.0,28.3,6.5,7.0,8.0,6.0,1.0,0.0,1.0,1.0,3.711684772411676
186,÷¿Œ,150235286,9930382.0,2.0,46.2,46.2,0.0,1.0,6.0,5.0,1.0,0.0,1.0,0.0,4.1315027400888065
187,÷¿Œ,148653881,9950000.0,2.0,40.0,27.0,5.0,1.0,8.0,10.0,1.0,0.0,1.0,0.0,2.612050214073075
188,÷¿Œ,151093254,9950000.0,3.0,54.0,30.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,5.196837375440219
189,÷¿Œ,150871176,9990000.0,1.0,35.0,20.0,10.0,5.0,8.0,12.0,1.0,0.0,0.0,1.0,2.6702450883594486
190,÷¿Œ,150736409,10000000.0,2.0,39.0,24.0,6.0,14.0,14.0,6.0,1.0,0.0,0.0,1.0,4.523284879044465
191,÷¿Œ,150973445,10000000.0,2.0,48.0,32.0,9.0,7.0,14.0,10.0,1.0,0.0,0.0,1.0,4.302979195575189
